,Polarization_bool,retweetCount
1897,-1,1401
1898,0,156
1899,-1,2859
1900,-1,2160
1901,1,467
1902,1,783
1903,1,1419
1904,0,2538
1905,1,4746
1906,-1,330
1907,1,613
1908,-1,1330
1909,1,409
1910,-1,354
1911,-1,267
1912,-1,1030
1913,1,2874
1914,1,645
1915,1,2036
1916,-1,509
1917,1,2479
1918,1,403
1919,-1,2489
1920,-1,17136
1921,-1,505
1922,1,3690
1923,1,1150
1924,-1,1238
1925,-1,1230
1926,-1,365
1927,1,4362
1928,-1,1199
1929,-1,545
1930,1,5861
1931,-1,8762
1932,0,165
1933,1,1027
1934,0,1935
1935,-1,1494
1936,-1,265
1937,-1,623
1938,1,911
1939,1,427
1940,0,494
1941,0,2303
1942,0,5105
1943,1,1515
1944,1,1049
1945,1,3191
1946,-1,697
1947,1,2254
1948,-1,408
1949,1,863
1950,1,2290
1951,-1,265
1952,1,1438
1953,1,1873
1954,-1,417
1955,1,2525
1956,1,874
1957,-1,384
1958,1,1701
1959,0,2180
1960,1,290
1961,-1,1173
1962,-1,1778
1963,1,6356
1964,1,527
1965,1,913
1966,0,1080
1967,-1,1367
1968,1,310
1969,1,1057
1970,1,462
1971,-1,3813
1972,-1,1186
1973,-1,7327
1974,-1,1094
1975,0,619
1976,0,224
1977,1,352
1978,1,1717
1979,1,2874
1980,-1,6357
1981,-1,845
1982,1,222
1983,1,504
1984,1,323
1985,-1,501
1986,-1,1786
1987,1,145
1988,1,533
1989,-1,346
1990,-1,1816
1991,1,7788
1992,1,208
1993,1,366
1994,-1,269
1995,1,1057
1996,-1,1277
1997,-1,248
1998,1,1294
1999,0,1788
2000,1,304
2001,-1,506
2002,1,474
2003,1,947
2004,-1,6290
2005,1,1375
2006,-1,3846
2007,1,675
2008,1,432
2009,1,10637
2010,-1,777
2011,1,1150
2012,-1,268
2013,1,538
2014,1,3075
2015,1,4339
2016,1,506
2017,1,751
2018,1,1066
2019,0,728
2020,-1,1045
2021,1,1458
2022,1,3144
2023,1,5335
2024,1,3155
2025,1,1738
2026,1,265
2027,1,531
2028,-1,559
2029,1,22211
2030,-1,642
2031,1,346
2032,1,612
2033,-1,343
2034,1,807
2035,-1,2079
2036,1,4028
2037,-1,216
2038,1,2091
2039,-1,383
2040,-1,2147
2041,-1,496
2042,0,7460
2043,-1,1393
2044,0,2331
2045,1,7112
2046,1,323
2047,-1,1258
2048,1,1091
2049,1,234
2050,1,1786
2051,-1,4765
2052,-1,615
2053,-1,5548
2054,1,4494
2055,1,2930
2056,-1,2906
2057,-1,1895
2058,-1,405
2059,-1,545
2060,1,510
2061,1,10749
2062,-1,2121
2063,0,505
2064,0,319
2065,1,649
2066,-1,847
2067,-1,668
2068,1,1337
2069,-1,32997
2070,-1,1457
2071,1,4352
2072,-1,1101
2073,0,404
2074,0,753
2075,1,1381
2076,1,1014
2077,0,4448
2078,-1,532
2079,0,1729
2080,0,1240
2081,-1,1150
2082,1,3352
2083,1,1365
2084,1,429
2085,0,405
2086,1,690
2087,-1,1117
2088,1,1926
2089,1,426
2090,0,815
2091,-1,207
2092,-1,729
2093,1,5297
2094,-1,5711
2095,1,5359
2096,-1,7417
2097,1,592
2098,-1,740
2099,1,904
2100,-1,3044
2101,1,4298
2102,-1,1499
2103,1,8267
2104,-1,1086
2105,1,17188
2106,-1,6817
2107,-1,5851
2108,1,2293
2109,1,993
2110,1,8865
2111,-1,4090
2112,1,408
2113,1,502
2114,1,1268
2115,0,839
2116,1,2555
2117,1,1854
2118,-1,556
2119,1,1382
2120,-1,13832
2121,1,10922
2122,-1,638
2123,1,2467
2124,-1,9274
2125,-1,772
2126,-1,2082
2127,1,1045
2128,1,3994
2129,-1,1466
2130,-1,1659
2131,1,5977
2132,-1,1439
2133,1,1385
2134,-1,8398
2135,-1,1351
2136,1,953
2137,-1,1997
2138,1,421
2139,-1,13703
2140,-1,1131
2141,1,400
2142,1,883
2143,1,615
2144,1,2122
2145,-1,1319
2146,1,1750
2147,-1,8185
2148,0,4178
2149,-1,139
2150,1,819
2151,-1,9804
2152,-1,426
2153,-1,3546
2154,-1,1661
2155,1,1244
2156,1,3855
2157,-1,1218
2158,1,2282
2159,1,2953
2160,1,463
2161,-1,1427
2162,-1,2142
2163,-1,1419
2164,1,2207
2165,-1,2808
2166,1,1363
2167,-1,459
2168,-1,1013
2169,1,1490
2170,1,3942
2171,1,443
2172,1,188
2173,-1,1003
2174,-1,5251
2175,0,3796
2176,-1,6117
2177,-1,1566
2178,-1,332
2179,-1,4095
2180,-1,585
2181,1,2726
2182,1,2071
2183,1,1379
2184,-1,502
2185,1,613
2186,-1,838
2187,1,1041
2188,1,931
2189,-1,580
2190,1,437
2191,0,1516
2192,-1,4368
2193,-1,1935
2194,0,537
2195,0,3173
2196,1,490
2197,-1,1434
2198,1,1549
2199,-1,404
2200,-1,544
2201,1,3636
2202,-1,1132
2203,1,279
2204,-1,1825
2205,1,521
2206,1,847
2207,1,1021
2208,-1,201
2209,-1,853
2210,1,1299
2211,1,2279
2212,-1,7085
2213,1,1733
2214,1,1652
2215,1,398
2216,-1,614
2217,-1,1058
2218,1,391
2219,0,1786
2220,1,1382
2221,1,3128
2222,0,2148
2223,0,1006
2224,-1,525
2225,1,682
2226,1,344
2227,0,1709
2228,1,689
2229,1,3046
2230,1,552
2231,-1,1485
2232,1,2647
2233,1,696
2234,1,2724
2235,0,346
2236,-1,1662
2237,1,1990
2238,-1,338
2239,1,995
2240,-1,23986
2241,1,2306
2242,1,752
2243,-1,328
2244,1,3207
2245,0,888
2246,-1,613
2247,-1,1547
2248,-1,1109
2249,1,4130
2250,0,4799
2251,-1,13750
2252,0,149
2253,1,653
2254,1,279
2255,1,1282
2256,1,180
2257,1,182
2258,-1,2410
2259,-1,1780
2260,1,1076
2261,1,5353
2262,0,432
2263,1,218
2264,-1,594
2265,1,698
2266,1,353
2267,-1,2820
2268,1,2044
2269,1,2094
2270,0,574
2271,1,2759
2272,1,1061
2273,-1,428
2274,1,528
2275,1,628
2276,-1,2433
2277,1,10188
2278,1,7375
2279,1,867
2280,1,672
2281,1,1789
2282,0,408
2283,0,1809
2284,1,1680
2285,-1,1584
2286,1,363
2287,1,1486
2288,1,752
2289,1,1895
2290,-1,558
2291,1,1440
2292,-1,1819
2293,-1,2475
2294,1,324
2295,-1,540
2296,-1,444
2297,1,1544
2298,-1,386
2299,-1,2337
2300,1,281
2301,0,503
2302,-1,2256
2303,-1,1428
2304,1,3459
2305,1,2184
2306,0,1237
2307,0,3801
2308,1,1570
2309,-1,5772
2310,0,326
2311,-1,6337
2312,1,897
2313,1,1129
2314,0,237
2315,1,764
2316,1,6186
2317,-1,220
2318,-1,1851
2319,0,1343
2320,1,7209
2321,1,2207
2322,1,3313
2323,1,268
2324,0,199
2325,1,3670
2326,-1,2730
2327,0,762
2328,-1,518
2329,1,1910
2330,1,504
2331,-1,363
2332,-1,287
2333,1,2829
2334,-1,188
2335,1,317
2336,1,932
2337,1,2965
2338,1,1172
2339,-1,157
2340,-1,315
2341,0,1274
2342,-1,519
2343,0,229
2344,1,216
2345,0,193
2346,-1,130
2347,-1,973
2348,-1,356
2349,-1,436
2350,1,8983
2351,-1,739
2352,1,244
2353,1,333
2354,-1,272
2355,-1,1585
2356,0,1077
2357,-1,11174
2358,1,598
2359,1,470
2360,-1,525
2361,1,6389
2362,-1,155
2363,-1,1327
2364,1,863
2365,0,143
2366,1,10707
2367,-1,740
2368,0,480
2369,1,2344
2370,1,673
2371,1,216
2372,1,1787
2373,-1,224
2374,-1,3701
2375,0,2292
2376,-1,317
2377,-1,1398
2378,-1,3116
2379,1,10906
2380,1,779
2381,1,2196
2382,1,9766
2383,-1,3173
2384,1,739
2385,-1,865
2386,1,2956
2387,-1,328
2388,-1,1753
2389,-1,209
2390,1,482
2391,-1,377
2392,-1,7545
2393,-1,1152
2394,1,5114
2395,-1,299
2396,-1,172
2397,-1,530
2398,-1,661
2399,-1,824
2400,1,7764
2401,0,1692
2402,1,270
2403,-1,459
2404,0,4231
2405,-1,398
2406,1,1511
2407,0,713
2408,1,868
2409,-1,227
2410,-1,655
2411,1,2156
2412,1,143
2413,1,170
2414,-1,1147
2415,1,275
2416,1,656
2417,1,386
2418,1,797
2419,1,690
2420,-1,1628
2421,-1,747
2422,1,2117
2423,1,812
2424,-1,228
2425,-1,1454
2426,1,7485
2427,1,1034
2428,-1,178
2429,1,609
2430,1,483
2431,-1,988
2432,-1,457
2433,-1,2271
2434,-1,2901
2435,0,1007
2436,-1,10544
2437,1,1986
2438,0,1211
2439,-1,2399
2440,0,215
2441,1,2482
2442,0,1232
2443,-1,3687
2444,1,1355
2445,-1,945
2446,1,621
2447,-1,10303
2448,0,675
2449,1,744
2450,1,309
2451,1,516
2452,0,204
2453,-1,519
2454,-1,438
2455,-1,2765
2456,1,10255
2457,1,2462
2458,1,509
2459,-1,436
2460,1,1910
2461,1,841
2462,1,322
2463,1,3077
2464,-1,389
2465,-1,1794
2466,1,1558
2467,1,329
2468,1,3830
2469,1,1302
2470,1,584
2471,1,441
2472,1,1814
2473,-1,2338
2474,-1,505
2475,0,630
2476,-1,761
2477,0,916
2478,1,5194
2479,1,400
2480,0,2248
2481,1,1787
2482,0,459
2483,0,294
2484,-1,690
2485,1,223
2486,1,1951
2487,0,682
2488,0,702
2489,1,512
2490,-1,538
2491,-1,3359
2492,-1,1696
2493,-1,1545
2494,1,11921
2495,-1,265
2496,-1,7718
2497,0,722
2498,-1,5092
2499,1,1119
2500,0,880
2501,1,2541
2502,0,1389
2503,0,621
2504,1,561
2505,-1,1057
2506,-1,1479
2507,1,291
2508,-1,1460
2509,-1,494
2510,-1,582
2511,-1,1561
2512,-1,883
2513,-1,1464
2514,1,1000
2515,1,1376
2516,1,6044
2517,-1,280
2518,0,1040
2519,1,1461
2520,0,164
2521,1,1082
2522,1,1675
2523,0,398
2524,-1,188
2525,-1,795
2526,-1,366
2527,-1,2347
2528,1,3160
2529,-1,1138
2530,1,2573
2531,-1,234
2532,-1,3104
2533,1,1078
2534,1,1474
2535,-1,417
2536,-1,822
2537,1,860
2538,1,2516
2539,1,2306
2540,-1,417
2541,1,2641
2542,-1,1249
2543,1,152
2544,1,492
2545,1,2654
2546,1,1482
2547,1,3520
2548,1,1933
2549,1,827
2550,1,817
2551,0,255
2552,1,462
2553,-1,1134
2554,1,878
2555,-1,230
2556,0,192
2557,1,771
2558,-1,559
2559,1,1123
2560,0,860
2561,-1,1074
2562,1,9812
2563,1,963
2564,1,16445
2565,-1,794
2566,1,575
2567,-1,1036
2568,-1,687
2569,1,945
2570,0,698
2571,1,2046
2572,1,1263
2573,1,438
2574,1,868
2575,1,1057
2576,-1,1114
2577,1,4906
2578,-1,578
2579,-1,1023
2580,1,2688
2581,1,2234
2582,0,3028
2583,-1,949
2584,-1,1006
2585,1,354
2586,1,409
2587,1,1807
2588,-1,2013
2589,-1,3119
2590,1,1324
2591,-1,876
2592,0,547
2593,-1,161
2594,1,1052
2595,-1,4098
2596,1,4065
2597,-1,504
2598,-1,654
2599,1,651
2600,1,694
2601,1,2413
2602,-1,315
2603,-1,653
2604,1,745
2605,-1,1614
2606,1,413
2607,1,4140
2608,-1,1672
2609,-1,286
2610,0,4482
2611,1,484
2612,-1,4215
2613,0,865
2614,1,301
2615,1,3007
2616,0,2534
2617,-1,1219
2618,1,374
2619,-1,795
2620,1,589
2621,-1,1158
2622,-1,538
2623,1,3944
2624,1,5612
2625,-1,145
2626,1,1789
2627,0,770
2628,-1,4207
2629,1,1862
2630,0,432
2631,0,2310
2632,-1,526
2633,-1,3466
2634,1,725
2635,-1,863
2636,1,984
2637,1,497
2638,1,233
2639,-1,3440
2640,0,1096
2641,-1,722
2642,0,404
2643,-1,1753
2644,-1,978
2645,-1,1974
2646,-1,1121
2647,1,1055
2648,-1,333
2649,-1,387
2650,0,226
2651,0,185
2652,0,1120
2653,0,3452
2654,1,3352
2655,1,1950
2656,-1,501
2657,-1,631
2658,1,4818
2659,-1,1201
2660,-1,2392
2661,-1,2269
2662,1,1582
2663,1,364
2664,1,230
2665,-1,6263
2666,1,176
2667,0,603
2668,-1,817
2669,-1,421
2670,1,556
2671,1,340
2672,1,337
2673,-1,326
2674,1,2286
2675,1,967
2676,-1,457
2677,1,1301
2678,0,2052
2679,1,3174
2680,-1,542
2681,-1,242
2682,1,211
2683,-1,1876
2684,1,1716
2685,1,310
2686,1,1486
2687,-1,1166
2688,1,1010
2689,1,712
2690,-1,2320
2691,-1,9809
2692,1,1063
2693,1,2647
2694,1,598
2695,1,3335
2696,-1,677
2697,1,331
2698,-1,1406
2699,1,301
2700,1,237
2701,-1,36155
2702,-1,2480
2703,1,1512
2704,1,2116
2705,-1,4566
2706,-1,657
2707,-1,1980
2708,-1,533
2709,0,489
2710,-1,536
2711,-1,1006
2712,-1,1007
2713,-1,1315
2714,1,813
2715,1,1115
2716,0,442
2717,-1,946
2718,1,9148
2719,1,1449
2720,1,866
2721,1,615
2722,-1,435
2723,-1,322
2724,-1,792
2725,1,222
2726,1,728
2727,1,474
2728,1,2123
2729,1,800
2730,1,1232
2731,0,453
2732,1,4984
2733,0,513
2734,-1,945
2735,1,397
2736,-1,376
2737,-1,1839
2738,1,1235
2739,-1,1775
2740,-1,5263
2741,-1,1105
2742,0,5703
2743,-1,380
2744,-1,1956
2745,1,844
2746,1,4070
2747,-1,682
2748,1,7268
2749,1,577
2750,0,547
2751,-1,13563
2752,-1,1102
2753,-1,768
2754,1,843
2755,-1,1990
2756,1,184
2757,-1,2440
2758,1,1920
2759,-1,347
2760,1,812
2761,-1,1237
2762,1,163
2763,-1,314
2764,-1,7206
2765,-1,986
2766,1,396
2767,-1,955
2768,-1,472
2769,-1,591
2770,-1,1460
2771,-1,340
2772,-1,531
2773,1,413
2774,1,12365
2775,-1,449
2776,1,627
2777,-1,3718
2778,0,822
2779,1,361
2780,1,2004
2781,1,580
2782,1,1315
2783,1,5810
2784,-1,191
2785,-1,930
2786,1,265
2787,0,836
2788,0,4071
2789,-1,861
2790,1,2282
2791,-1,190
2792,-1,6228
2793,-1,306
2794,-1,493
2795,1,1492
2796,1,288
2797,1,600
2798,1,632
2799,1,4038
2800,1,6799
2801,0,3248
2802,1,574
2803,1,638
2804,-1,3254
2805,1,4388
2806,-1,237
2807,-1,1581
2808,1,6364
2809,0,1078
2810,-1,493
2811,1,309
2812,1,726
2813,-1,789
2814,1,1016
2815,1,133
2816,1,514
2817,1,1129
2818,1,2028
2819,1,611
2820,-1,278
2821,1,727
2822,1,823
2823,-1,313
2824,-1,2842
2825,1,5405
2826,1,2395
2827,1,1627
2828,1,487
2829,1,438
2830,-1,335
2831,1,1642
2832,1,944
2833,0,673
2834,-1,448
2835,0,463
2836,-1,275
2837,0,777
2838,1,2354
2839,0,847
2840,-1,1322
2841,1,333
2842,1,1312
2843,-1,4024
2844,-1,709
2845,-1,292
2846,-1,473
2847,-1,1825
2848,-1,620
2849,0,566
2850,-1,135
2851,1,784
2852,0,420
2853,-1,560
2854,1,1907
2855,1,721
2856,0,2275
2857,0,3719
2858,-1,544
2859,1,1237
2860,1,1235
2861,0,839
2862,1,408
2863,-1,1461
2864,-1,1635
2865,1,234
2866,0,842
2867,1,3695
2868,-1,1700
2869,1,282
2870,1,485
2871,1,1546
2872,1,531
2873,0,6952
2874,-1,695
2875,-1,338
2876,1,635
2877,0,1627
2878,-1,1397
2879,1,377
2880,-1,361
2881,-1,168
2882,1,3349
2883,0,401
2884,-1,475
2885,1,741
2886,1,431
2887,1,389
2888,1,572
2889,1,213
2890,1,147
2891,1,813
2892,1,828
2893,1,690
2894,1,2140
2895,-1,160
2896,1,829
2897,-1,1323
2898,1,450
2899,1,960
2900,-1,242
2901,-1,1382
2902,-1,1676
2903,1,1189
2904,-1,147
2905,1,5761
2906,-1,899
2907,1,2062
2908,-1,399
2909,-1,1575
2910,-1,875
2911,-1,854
2912,1,777
2913,1,643
2914,-1,7815
2915,1,1688
2916,1,548
2917,-1,6101
2918,1,216
2919,1,1552
2920,-1,4982
2921,1,370
2922,-1,1301
2923,1,1685
2924,1,467
2925,1,2252
2926,0,1618
2927,1,1371
2928,-1,304
2929,-1,905
2930,1,3384
2931,-1,879
2932,-1,589
2933,1,1342
2934,-1,832
2935,1,356
2936,1,471
2937,-1,509
2938,0,970
2939,1,582
2940,1,1647
2941,1,1980
2942,1,3988
2943,1,2302
2944,1,301
2945,-1,230
2946,1,220
2947,-1,1323
2948,-1,1028
2949,1,1578
2950,1,818
2951,-1,839
2952,1,8186
2953,-1,258
2954,1,2871
2955,1,3151
2956,-1,349
2957,1,269
2958,-1,618
2959,1,873
2960,-1,1258
2961,1,464
2962,1,516
2963,1,665
2964,1,474
2965,1,1250
2966,1,381
2967,1,1474
2968,-1,1225
2969,1,274
2970,1,2696
2971,1,5667
2972,-1,1906
2973,1,230
2974,-1,972
2975,1,846
2976,1,1305
2977,1,153
2978,-1,210
2979,-1,1212
2980,1,967
2981,-1,731
2982,-1,1559
2983,-1,2889
2984,1,1435
2985,1,314
2986,0,5721
2987,1,3048
2988,-1,159
2989,-1,4090
2990,1,801
2991,-1,227
2992,1,1504
2993,1,988
2994,1,5029
2995,1,28697
2996,-1,367
2997,1,625
2998,1,5036
2999,1,214
3000,1,6076
3001,-1,1262
3002,-1,1852
3003,-1,1801
3004,1,953
3005,1,4277
3006,1,359
3007,1,5990
3008,1,1621
3009,1,1296
3010,1,1021
3011,1,629
3012,1,1634
3013,-1,1140
3014,1,579
3015,-1,876
3016,-1,841
3017,-1,271
3018,1,4622
3019,1,250
3020,1,509
3021,-1,275
3022,1,332
3023,-1,204
3024,1,456
3025,-1,1717
3026,-1,6802
3027,1,1623
3028,1,784
3029,-1,613
3030,-1,1139
3031,-1,205
3032,-1,1162
3033,1,280
3034,-1,307
3035,-1,317
3036,-1,4677
3037,-1,1640
3038,-1,508
3039,0,1019
3040,-1,1063
3041,0,257
3042,0,507
3043,1,468
3044,-1,3214
3045,-1,860
3046,0,2492
3047,1,3024
3048,-1,996
3049,1,931
3050,1,176
3051,-1,16739
3052,1,629
3053,-1,5074
3054,1,1293
3055,-1,392
3056,-1,213
3057,1,331
3058,-1,1153
3059,1,577
3060,0,895
3061,1,2704
3062,1,713
3063,1,365
3064,1,541
3065,-1,658
3066,0,1479
3067,1,3550
3068,1,403
3069,1,237
3070,-1,919
3071,1,2057
3072,1,5429
3073,-1,1740
3074,1,1523
3075,0,3750
3076,1,636
3077,-1,2667
3078,1,1051
3079,1,1424
3080,-1,201
3081,-1,1350
3082,-1,758
3083,-1,384
3084,1,1856
3085,0,342
3086,1,500
3087,-1,228
3088,-1,1111
3089,1,917
3090,-1,292
3091,1,643
3092,1,982
3093,1,1061
3094,-1,305
3095,-1,208
3096,1,491
3097,1,1178
3098,1,746
3099,-1,4340
3100,0,6006
3101,-1,1550
3102,1,443
3103,1,140
3104,1,302
3105,-1,296
3106,1,330
3107,-1,1386
3108,-1,347
3109,-1,279
3110,1,163
3111,1,214
3112,1,692
3113,1,2029
3114,1,2574
3115,-1,312
3116,1,1408
3117,1,182
3118,-1,150
3119,1,2858
3120,1,1880
3121,1,279
3122,-1,4488
3123,-1,948
3124,1,1648
3125,1,1085
3126,1,397
3127,-1,427
3128,1,413
3129,1,733
3130,1,597
3131,1,677
3132,1,1575
3133,1,823
3134,1,3121
3135,1,845
3136,1,479
3137,0,764
3138,1,1117
3139,1,1629
3140,1,1096
3141,-1,393
3142,-1,815
3143,-1,3972
3144,1,824
3145,-1,132
3146,-1,892
3147,1,823
3148,-1,287
3149,0,727
3150,1,878
3151,-1,250
3152,-1,5249
3153,-1,138
3154,0,884
3155,-1,2216
3156,1,1121
3157,1,808
3158,1,8896
3159,1,1023
3160,1,467
3161,1,1216
3162,-1,272
3163,1,391
3164,-1,2754
3165,1,1980
3166,-1,377
3167,1,3139
3168,1,1360
3169,1,4406
3170,0,426
3171,1,601
3172,1,2371
3173,1,2803
3174,-1,216
3175,-1,667
3176,1,900
3177,1,299
3178,1,1925
3179,1,1135
3180,1,3043
3181,1,1962
3182,1,825
3183,1,1026
3184,-1,3446
3185,1,8544
3186,1,948
3187,-1,1333
3188,-1,234
3189,1,1228
3190,1,1951
3191,1,1278
3192,1,1084
3193,1,913
3194,1,3003
3195,1,834
3196,-1,604
3197,-1,630
3198,1,366
3199,-1,764
3200,-1,4935
3201,-1,3115
3202,-1,398
3203,1,4519
3204,0,647
3205,-1,8812
3206,-1,232
3207,0,1190
3208,-1,165
3209,1,298
3210,1,275
3211,-1,903
3212,1,1320
3213,-1,4951
3214,-1,5579
3215,-1,3900
3216,1,713
3217,1,344
3218,-1,5894
3219,0,147
3220,-1,173
3221,-1,6841
3222,1,3237
3223,1,1276
3224,1,1389
3225,1,5337
3226,-1,729
3227,1,2949
3228,0,2172
3229,-1,858
3230,1,282
3231,-1,4667
3232,-1,773
3233,-1,1672
3234,-1,599
3235,-1,446
3236,-1,146
3237,-1,1188
3238,1,10094
3239,0,1970
3240,1,1010
3241,-1,690
3242,-1,389
3243,0,6822
3244,-1,4964
3245,1,5923
3246,-1,656
3247,1,738
3248,-1,1292
3249,-1,8851
3250,-1,707
3251,-1,745
3252,1,5014
3253,1,559
3254,1,4367
3255,-1,1304
3256,1,129
3257,-1,1492
3258,-1,2821
3259,0,393
3260,-1,4838
3261,1,1562
3262,1,3445
3263,1,1355
3264,1,148
3265,-1,508
3266,1,370
3267,1,1758
3268,-1,1319
3269,1,2735
3270,1,3634
3271,1,7282
3272,-1,2447
3273,-1,1085
3274,-1,989
3275,-1,1214
3276,-1,399
3277,-1,501
3278,1,2312
3279,1,282
3280,1,427
3281,-1,668
3282,-1,1734
3283,-1,1827
3284,-1,6763
3285,0,417
3286,1,727
3287,-1,1913
3288,1,8397
3289,-1,318
3290,1,1432
3291,-1,371
3292,-1,261
3293,1,260
3294,1,707
3295,-1,463
3296,0,6953
3297,1,982
3298,1,1900
3299,0,712
3300,1,1227
3301,1,384
3302,1,1255
3303,-1,241
3304,-1,1665
3305,-1,647
3306,-1,479
3307,-1,712
3308,1,471
3309,1,292
3310,-1,977
3311,0,4304
3312,1,1608
3313,-1,643
3314,-1,692
3315,0,1378
3316,-1,3382
3317,1,3451
3318,0,259
3319,1,3530
3320,1,534
3321,1,5068
3322,1,438
3323,-1,4917
3324,1,1194
3325,0,2401
3326,1,152
3327,-1,537
3328,-1,836
3329,-1,5137
3330,-1,1984
3331,0,1685
3332,1,9629
3333,1,175
3334,-1,732
3335,-1,2710
3336,1,913
3337,0,180
3338,1,235
3339,1,553
3340,1,206
3341,1,14779
3342,1,1399
3343,-1,1288
3344,1,551
3345,1,2474
3346,0,252
3347,1,2660
3348,1,1475
3349,1,5979
3350,0,1277
3351,1,243
3352,1,1377
3353,-1,2791
3354,-1,758
3355,1,1382
3356,1,1543
3357,-1,2011
3358,-1,414
3359,0,572
3360,1,303
3361,1,184
3362,-1,297
3363,1,10857
3364,0,318
3365,1,1246
3366,-1,321
3367,-1,1156
3368,1,1003
3369,-1,1724
3370,1,444
3371,1,1068
3372,1,3645
3373,1,808
3374,-1,713
3375,-1,279
3376,1,2299
3377,1,5873
3378,1,6378
3379,-1,7506
3380,1,2640
3381,0,168
3382,1,1691
3383,1,1708
3384,1,1082
3385,1,317
3386,-1,1372
3387,0,1012
3388,1,1392
3389,1,653
3390,0,555
3391,0,595
3392,-1,773
3393,1,392
3394,-1,269
3395,-1,431
3396,1,404
3397,1,4562
3398,0,1331
3399,1,253
3400,0,299
3401,1,1855
3402,1,591
3403,0,130
3404,0,1295
3405,0,4613
3406,-1,1793
3407,1,6126
3408,1,643
3409,-1,347
3410,-1,2217
3411,1,952
3412,1,256
3413,1,1077
3414,-1,1588
3415,1,1335
3416,1,1530
3417,1,1712
3418,1,396
3419,1,1373
3420,1,194
3421,0,1372
3422,1,2306
3423,-1,494
3424,0,1498
3425,-1,620
3426,-1,175
3427,-1,308
3428,1,780
3429,1,1233
3430,-1,845
3431,-1,379
3432,0,1033
3433,-1,570
3434,1,1186
3435,-1,901
3436,-1,1236
3437,0,756
3438,-1,1010
3439,0,274
3440,1,1431
3441,1,478
3442,1,2015
3443,-1,721
3444,0,508
3445,1,2203
3446,-1,241
3447,1,1349
3448,0,4237
3449,1,775
3450,-1,987
3451,0,1764
3452,1,659
3453,0,337
3454,1,4887
3455,1,828
3456,-1,957
3457,-1,1918
3458,-1,588
3459,1,793
3460,1,2613
3461,0,2597
3462,-1,651
3463,1,1369
3464,-1,123
3465,-1,764
3466,1,1411
3467,0,661
3468,0,1052
3469,-1,656
3470,1,2417
3471,1,1512
3472,1,768
3473,-1,530
3474,1,5882
3475,1,482
3476,1,561
3477,1,777
3478,1,1737
3479,1,157
3480,-1,1006
3481,1,993
3482,1,2161
3483,-1,1633
3484,1,925
3485,1,279
3486,1,4348
3487,-1,1149
3488,-1,2046
3489,-1,585
3490,1,296
3491,-1,2282
3492,-1,186
3493,1,1616
3494,-1,296
3495,1,184
3496,0,3603
3497,0,460
3498,-1,1277
3499,-1,2313
3500,-1,486
3501,-1,1600
3502,-1,11670
3503,-1,3184
3504,1,374
3505,-1,1339
3506,-1,954
3507,1,265
3508,-1,2940
3509,1,489
3510,-1,2283
3511,1,7949
3512,1,1464
3513,1,521
3514,1,1976
3515,1,1974
3516,0,1289
3517,0,2677
3518,1,1776
3519,1,9402
3520,1,344
3521,0,181
3522,1,1576
3523,1,2176
3524,-1,2188
3525,-1,362
3526,-1,1180
3527,0,1114
3528,1,1425
3529,-1,891
3530,1,9214
3531,1,4739
3532,1,1217
3533,-1,2015
3534,1,8162
3535,1,805
3536,1,846
3537,-1,728
3538,1,754
3539,-1,569
3540,0,537
3541,1,206
3542,0,1161
3543,-1,1490
3544,1,348
3545,1,8936
3546,1,766
3547,1,1264
3548,-1,410
3549,-1,828
3550,-1,1115
3551,-1,556
3552,-1,293
3553,0,208
3554,1,622
3555,0,215
3556,0,1052
3557,1,3933
3558,1,1560
3559,1,372
3560,1,1307
3561,1,1388
3562,1,792
3563,1,1318
3564,1,433
3565,1,573
3566,1,2335
3567,-1,1021
3568,0,814
3569,1,1944
3570,1,2379
3571,-1,1653
3572,1,8003
3573,-1,498
3574,1,2444
3575,0,518
3576,0,969
3577,0,2033
3578,-1,2190
3579,-1,1628
3580,1,804
3581,1,1699
3582,1,626
3583,1,1960
3584,1,476
3585,-1,909
3586,1,1356
3587,1,1233
3588,1,644
3589,0,249
3590,1,1208
3591,-1,2894
3592,1,3143
3593,0,637
3594,-1,1221
3595,-1,3701
3596,-1,1254
3597,0,333
3598,1,461
3599,0,456
3600,0,231
3601,-1,7672
3602,1,1431
3603,1,3265
3604,-1,253
3605,1,838
3606,1,1022
3607,0,636
3608,-1,1614
3609,0,198
3610,1,1349
3611,-1,10662
3612,-1,442
3613,1,228
3614,-1,2594
3615,1,244
3616,1,7004
3617,-1,190
3618,1,760
3619,1,438
3620,-1,2125
3621,-1,1074
3622,-1,1939
3623,-1,684
3624,-1,4782
3625,1,1290
3626,-1,352
3627,0,719
3628,1,546
3629,-1,1737
3630,1,2434
3631,1,821
3632,0,2361
3633,1,1383
3634,-1,438
3635,0,1256
3636,-1,1513
3637,1,4575
3638,-1,308
3639,-1,1685
3640,0,210
3641,-1,236
3642,0,1506
3643,1,1310
3644,1,1132
3645,-1,3300
3646,1,13045
3647,0,2030
3648,1,540
3649,1,759
3650,1,1429
3651,1,1669
3652,1,229
3653,1,2781
3654,-1,4110
3655,1,1789
3656,1,6021
3657,1,1196
3658,1,4695
3659,-1,445
3660,1,1941
3661,1,1535
3662,1,604
3663,-1,324
3664,0,966
3665,-1,1911
3666,0,1077
3667,1,252
3668,1,2246
3669,0,4546
